Epoch,Train Loss,Train Accuracy
1,0.01702054776251316,0.9301333333333334
2,0.022690651938319206,0.9807166666666667
3,0.0039208815433084965,0.9852
4,0.00806859228760004,0.9880833333333333
5,0.0064126052893698215,0.9894833333333334
6,0.0016646106960251927,0.99075
7,0.00886579044163227,0.9917
8,0.003246048465371132,0.9920833333333333
9,0.001764054293744266,0.9929333333333333
10,0.0011502872221171856,0.9939833333333333
