Epoch,Train Loss,Train Accuracy
1,0.1161625012755394,0.9241
2,0.1816594898700714,0.9765666666666667
3,0.015486485324800014,0.9812666666666666
4,0.039287783205509186,0.9836
5,0.003228981513530016,0.9866166666666667
6,0.00387430633418262,0.9871
7,0.007627375423908234,0.9881666666666666
8,0.001812699600122869,0.9888333333333333
9,0.0019118873169645667,0.9899666666666667
10,0.002389059402048588,0.9901166666666666
