Epoch,Train Loss,Train Accuracy
1,0.0011070171603932977,0.9602333333333334
2,0.002025492489337921,0.98525
3,0.0008253516862168908,0.98845
4,0.08156611025333405,0.9907666666666667
5,0.005409113597124815,0.9921833333333333
6,0.013073921203613281,0.9930833333333333
7,0.003766781883314252,0.9941833333333333
8,0.08787740021944046,0.9950833333333333
9,5.5302647524513304e-05,0.9955166666666667
10,0.0002316257741767913,0.9957833333333334
11,0.1461184322834015,0.99575
12,1.869049810920842e-05,0.9971833333333333
