Epoch,Train Loss,Train Accuracy
1,0.2067611813545227,0.9024833333333333
2,0.20474405586719513,0.9773
3,0.061869047582149506,0.9839666666666667
4,0.03337423503398895,0.9871666666666666
5,0.08793462067842484,0.9885666666666667
6,0.015468320809304714,0.9897166666666667
7,0.007849681191146374,0.9913166666666666
8,0.013692094013094902,0.9918666666666667
9,0.0032535328064113855,0.99305
10,0.003299151314422488,0.9937
11,0.0007994410116225481,0.9946
12,0.006419587880373001,0.9941833333333333
13,0.012647599913179874,0.9951
14,0.0010720022255554795,0.9950666666666667
