Epoch,Train Loss,Train Accuracy
1,0.015501914545893669,0.9613333333333334
2,0.003021711017936468,0.9842333333333333
3,0.0014270618557929993,0.9877166666666667
4,0.0016606864519417286,0.9899833333333333
5,0.008066079579293728,0.9923833333333333
6,0.02853228896856308,0.9926
7,0.00029686142806895077,0.9940833333333333
8,0.056404706090688705,0.9949833333333333
9,0.0012434888631105423,0.99455
10,0.0012857296969741583,0.9952833333333333
11,0.00023996802337933332,0.9959666666666667
12,7.786274363752455e-05,0.9961666666666666
13,0.011591639369726181,0.9968666666666667
14,0.003422352485358715,0.9964833333333334
15,2.8023274353472516e-05,0.99705
