Epoch,Train Loss,Train Accuracy
1,0.10466942191123962,0.8478666666666667
2,0.284908652305603,0.9705666666666667
3,0.19574536383152008,0.97885
4,0.016243163496255875,0.9823333333333333
5,0.024904651567339897,0.9851666666666666
6,0.005835018586367369,0.9863
7,0.003806136082857847,0.9879666666666667
8,0.007795455865561962,0.9887833333333333
9,0.05276012048125267,0.9895666666666667
10,0.0042250147089362144,0.9906166666666667
11,0.2341507524251938,0.9911833333333333
12,0.004765489138662815,0.9918
13,0.000639102014247328,0.9925333333333334
14,0.003190996591001749,0.9928333333333333
15,0.010648970492184162,0.9930333333333333
