Epoch,Train Loss,Train Accuracy
1,0.10134033113718033,0.9088166666666667
2,0.020236164331436157,0.9798166666666667
3,0.0055692545138299465,0.9853833333333334
4,0.04361039772629738,0.9886333333333334
5,0.01794859580695629,0.99085
6,0.01742326281964779,0.9929666666666667
7,0.025294270366430283,0.9933833333333333
8,0.00034621276427060366,0.9943666666666666
9,0.00043758004903793335,0.9955333333333334
10,0.030331503599882126,0.99585
11,0.0009654458845034242,0.9963166666666666
12,0.030050495639443398,0.9968333333333333
13,0.00019030824478249997,0.9972333333333333
14,0.030044063925743103,0.99705
