Epoch,Train Loss,Train Accuracy
1,0.1292704939842224,0.9274166666666667
2,0.03431053087115288,0.9770333333333333
3,0.007510976865887642,0.98115
4,0.005762096494436264,0.9842333333333333
5,0.004115994554013014,0.9858833333333333
6,0.0012779796961694956,0.9872666666666666
7,0.1500716507434845,0.9881166666666666
8,0.007915412075817585,0.9888
9,0.0025902017951011658,0.9895666666666667
10,0.0028841739986091852,0.9906833333333334
